book_id,tag_name,books_count,authors,original_publication_year,title,average_rating,work_ratings_count,work_text_reviews_count,tag_id
519,young adult,78,Scott Westerfeld                                                              ,2005,"Pretties (Uglies, #2)                                                                    ",3.9,203755,9390,18
520,fiction,125,"Haruki Murakami, Jay Rubin                                                    ",1994,The Wind-Up Bird Chronicle                                                               ,4.2,159705,10724,11
521,mystery,123,Michael Connelly                                                              ,2005,"The Lincoln Lawyer (Mickey Haller, #1; Harry Bosch Universe, #16)                        ",4.1,160724,4757,15
522,fiction,113,David Mitchell                                                                ,2004,Cloud Atlas                                                                              ,4,172239,17001,11
523,fiction,56,Tim O'Brien                                                                   ,1990,The Things They Carried                                                                  ,4.1,181159,10666,11
524,art,15,Banksy                                                                        ,1988,Wall and Piece                                                                           ,3.8,150117,687,2 
525,science fiction,76,Lauren Oliver                                                                 ,2012,"Pandemonium (Delirium, #2)                                                               ",4.1,191644,13876,25
526,mystery,95,Jeff Lindsay                                                                  ,2004,"Darkly Dreaming Dexter (Dexter, #1)                                                      ",3.9,157862,5656,15
527,fantasy,97,Charlaine Harris                                                              ,2002,"Living Dead in Dallas (Sookie Stackhouse, #2)                                            ",4,209338,6388,10
528,fantasy,62,Robert Jordan                                                                 ,1991,"The Dragon Reborn (Wheel of Time, #3)                                                    ",4.2,164783,2471,10
529,classics,1762,"Jonathan Swift, Robert DeMaria Jr.                                            ",1726,Gulliver's Travels                                                                       ,3.5,188299,3927,5 
530,classics,805,"William Shakespeare, Barbara A. Mowat, Paul Werstine, Gail Kern Paster, Robert",1598,Much Ado About Nothing                                                                   ,4.1,185702,2686,5 
531,classics,601,"Unknown, Seamus Heaney                                                        ",975,Beowulf                                                                                  ,3.4,184187,5098,5 
532,comics,74,"Frank Miller, David Mazzucchelli, Richmond Lewis, Dennis O'Neil               ",1987,Batman: Year One                                                                         ,4.2,148446,1954,6 
533,fiction,102,Harper Lee                                                                    ,2015,Go Set a Watchman                                                                        ,3.3,164828,24535,11
534,nonfiction,47,David Sedaris                                                                 ,2008,When You Are Engulfed in Flames                                                          ,4,156976,9013,16
535,fantasy,89,Laini Taylor                                                                  ,2011,"Daughter of Smoke & Bone (Daughter of Smoke & Bone, #1)                                  ",4,228815,23582,10
536,fantasy,84,Victoria Aveyard                                                              ,2015,"Red Queen (Red Queen, #1)                                                                ",4.1,289740,30249,10
537,nonfiction,92,Charles Duhigg                                                                ,2011,The Power of Habit: Why We Do What We Do in Life and Business                            ,4,170269,9515,16
538,nonfiction,76,John Berendt                                                                  ,1994,Midnight in the Garden of Good and Evil                                                  ,3.9,175681,6635,16
539,romance,53,Colleen Hoover                                                                ,2012,"Hopeless (Hopeless, #1)                                                                  ",4.3,207777,18984,17
540,classics,11,"Frances Hodgson Burnett, Nancy Bond                                           ",1905,A Little Princess                                                                        ,4.2,215833,5128,5 
541,young adult,45,Sarah Dessen                                                                  ,2004,The Truth About Forever                                                                  ,4.1,183697,7421,18
542,fantasy,280,C.S. Lewis                                                                    ,1954,"The Horse and His Boy (Chronicles of Narnia, #5)                                         ",3.9,209180,4913,10
543,young adult,63,Richelle Mead                                                                 ,2010,"Last Sacrifice (Vampire Academy, #6)                                                     ",4.4,217652,10312,18
544,classics,146,"Laura Ingalls Wilder, Garth Williams                                          ",1935,"Little House on the Prairie (Little House, #2)                                           ",4.2,200869,3220,5 
545,classics,383,"Margery Williams Bianco, William   Nicholson                                  ",1922,The Velveteen Rabbit                                                                     ,4.3,186686,2714,5 
546,philosophy,181,Robert M. Pirsig                                                              ,1974,Zen and the Art of Motorcycle Maintenance: An Inquiry Into Values                        ,3.8,153992,6535,
547,classics,1167,"H.G. Wells, Arthur C. Clarke                                                  ",1897,The War of the Worlds                                                                    ,3.8,181437,4930,5 
548,young adult,75,Sara Shepard                                                                  ,2006,"Pretty Little Liars (Pretty Little Liars, #1)                                            ",3.9,165836,8160,18
549,fiction,58,Don Freeman                                                                   ,1948,Corduroy                                                                                 ,4.3,162337,1902,11
550,nonfiction,54,Michael Pollan                                                                ,2006,The Omnivore's Dilemma: A Natural History of Four Meals                                  ,4.2,147664,11843,16
551,fiction,95,Kate Atkinson                                                                 ,2013,Life After Life                                                                          ,3.7,158661,20822,11
552,romance,93,Nicholas Sparks                                                               ,2000,The Rescue                                                                               ,4.1,148370,3261,17
553,fiction,135,Stephen King                                                                  ,1991,Needful Things                                                                           ,3.9,161758,2448,11
554,historical,105,Diana Gabaldon                                                                ,1993,"Voyager (Outlander, #3)                                                                  ",4.4,184208,8381,12
555,classics,3,"Kenneth Branagh, William Shakespeare                                          ",1996,"Hamlet: Screenplay, Introduction And Film Diary                                          ",4.1,156873,194,5 
556,horror,143,Stephen King                                                                  ,1981,Cujo                                                                                     ,3.6,167044,2832,31
557,fiction,102,Jeffrey Eugenides                                                             ,1993,The Virgin Suicides                                                                      ,3.8,179190,7547,11
558,fantasy,88,Charlaine Harris                                                              ,2004,"Dead to the World (Sookie Stackhouse, #4)                                                ",4.1,210205,5327,10
559,classics,918,"Thomas Hardy, Tim Dolin, Margaret R. Higonnet                                 ",1891,Tess of the D'Urbervilles                                                                ,3.8,190665,6737,5 
560,classics,1682,"Gustave Flaubert, Margaret Mauldon, Malcolm Bowie, Mark Overstall             ",1856,Madame Bovary                                                                            ,3.6,186553,7617,5 
561,fantasy,82,"Norton Juster, Jules Feiffer                                                  ",1961,The Phantom Tollbooth                                                                    ,4.2,185392,8011,10
562,fantasy,48,Brandon Sanderson                                                             ,2010,"The Way of Kings (The Stormlight Archive, #1)                                            ",4.6,164477,10947,10
563,fantasy,90,Charlaine Harris                                                              ,2003,"Club Dead (Sookie Stackhouse, #3)                                                        ",4,197558,5029,10
564,young adult,32,Ned Vizzini                                                                   ,2006,It's Kind of a Funny Story                                                               ,4.1,165713,8461,18
565,fantasy,60,Brandon Sanderson                                                             ,2007,"The Well of Ascension (Mistborn, #2)                                                     ",4.3,171402,8541,10
566,fiction,94,Jojo Moyes                                                                    ,2015,"After You (Me Before You, #2)                                                            ",3.7,175532,16879,11
567,fiction,90,Vanessa Diffenbaugh                                                           ,2011,The Language of Flowers                                                                  ,4.1,159668,17457,11
568,comics,71,"Frank Miller, Klaus Janson, Lynn Varley                                       ",1986,"Batman: The Dark Knight Returns (The Dark Knight Saga, #1)                               ",4.2,144349,2838,6 
569,young adult,96,James Patterson                                                               ,2005,"The Angel Experiment (Maximum Ride, #1)                                                  ",4.1,183035,8606,18
570,fiction,136,Nick Hornby                                                                   ,1995,High Fidelity                                                                            ,3.9,150929,4792,11
571,romance,88,Nicholas Sparks                                                               ,2003,The Guardian                                                                             ,4.1,142884,4333,17
572,fiction,109,Margaret Atwood                                                               ,2003,"Oryx and Crake (MaddAddam, #1)                                                           ",4,167177,10391,11
573,nonfiction,202,John Gray                                                                     ,1998,"Men Are from Mars, Women Are from Venus                                                  ",3.5,129520,4191,16
574,nonfiction,78,Anthony Bourdain                                                              ,2000,Kitchen Confidential: Adventures in the Culinary Underbelly                              ,4,145933,7582,16
575,fiction,124,Michael Crichton                                                              ,1999,Timeline                                                                                 ,3.8,158413,3628,11
576,fiction,1039,Voltaire                                                                      ,1759,Candide                                                                                  ,3.8,171617,5504,11
577,fantasy,127,Natalie Babbitt                                                               ,1975,Tuck Everlasting                                                                         ,3.9,184056,7187,10
578,horror,156,"Stephen King, Marie Milpois                                                   ",1983,Christine                                                                                ,3.7,157664,2092,31
579,fiction,44,P.D. Eastman                                                                  ,1960,Are You My Mother?                                                                       ,4.2,177809,1864,11
580,art,102,E.H. Gombrich                                                                 ,1950,The Story of Art                                                                         ,3.8,166453,470,2 
581,fantasy,64,Marissa Meyer                                                                 ,2013,"Scarlet (The Lunar Chronicles, #2)                                                       ",4.3,213010,23054,10
582,business,185,Robert T. Kiyosaki                                                            ,1997,"Rich Dad, Poor Dad                                                                       ",4,173904,6790,4 
583,young adult,65,Becca Fitzpatrick                                                             ,2011,"Silence (Hush, Hush, #3)                                                                 ",4.2,197338,7290,18
584,fantasy,67,Lev Grossman                                                                  ,2009,The Magicians (The Magicians #1)                                                         ,3.5,165609,18232,10
585,manga,44,"Tsugumi Ohba, Takeshi Obata                                                   ",2004,"Death Note, Vol. 1: Boredom (Death Note, #1)                                             ",4.4,141095,2470,20
586,fantasy,65,Libba Bray                                                                    ,2003,"A Great and Terrible Beauty (Gemma Doyle, #1)                                            ",3.8,182107,8902,10
587,fiction,107,Jonathan Safran Foer                                                          ,2002,Everything Is Illuminated                                                                ,3.9,144312,7019,11
588,fiction,101,Robert Ludlum                                                                 ,1986,"The Bourne Supremacy (Jason Bourne, #2)                                                  ",4.1,145806,1010,11
589,romance,53,Tammara Webber                                                                ,2012,"Easy (Contours of the Heart, #1)                                                         ",4.1,189861,11189,17
590,classics,1240,"Charles Dickens, Jeremy Tambling                                              ",1849,David Copperfield                                                                        ,4,164400,4623,5 
591,young adult,67,"Sherman Alexie, Ellen Forney                                                  ",2007,The Absolutely True Diary of a Part-Time Indian                                          ,4.1,171492,18988,18
592,fiction,586,"Mikhail Bulgakov, Katherine Tiernan O'Connor, Diana Burgin, Ellendea Proffer  ",1967,The Master and Margarita                                                                 ,4.3,156780,7365,11
593,fantasy,157,Ursula K. Le Guin                                                             ,1968,"A Wizard of Earthsea (Earthsea Cycle, #1)                                                ",4,167058,5357,10
594,fiction,77,"Kate DiCamillo, Chris Sheban                                                  ",2000,Because of Winn-Dixie                                                                    ,4,159075,6594,11
595,classics,82,John Knowles                                                                  ,1959,A Separate Peace                                                                         ,3.6,162403,5580,5 
596,fiction,117,John Grisham                                                                  ,1995,The Rainmaker                                                                            ,3.9,142791,1518,11
597,classics,1887,"Miguel de Cervantes Saavedra, Roberto González Echevarría, John Rutherford    ",1605,Don Quixote                                                                              ,3.9,159253,5429,5 
598,fantasy,108,Robin Hobb                                                                    ,1995,"Assassin's Apprentice (Farseer Trilogy, #1)                                              ",4.1,162482,6023,10
599,science fiction,162,Douglas Adams                                                                 ,1980,"The Restaurant at the End of the Universe (Hitchhiker's Guide, #2)                       ",4.2,172365,3851,25
600,young adult,82,Lauren Kate                                                                   ,2010,"Torment (Fallen, #2)                                                                     ",3.9,181384,7245,18
601,classics,1,Beatrix Potter                                                                ,1901,The Tale of Peter Rabbit                                                                 ,4.2,165470,1404,5 
602,fantasy,257,"C.S. Lewis, Pauline Baynes                                                    ",1953,"The Silver Chair (Chronicles of Narnia, #4)                                              ",4,185348,3391,10
603,fantasy,63,Brandon Sanderson                                                             ,2008,"The Hero of Ages (Mistborn, #3)                                                          ",4.5,161085,9111,10
604,memoir,49,Susanna Kaysen                                                                ,1993,"Girl, Interrupted                                                                        ",3.9,151176,3532,14
605,nonfiction,24,Chelsea Handler                                                               ,2007,"Are You There, Vodka? It's Me, Chelsea                                                   ",3.9,135734,6724,16
606,philosophy,278,"Richard Bach, Russell Munson                                                  ",1970,Jonathan Livingston Seagull                                                              ,3.8,150767,5501,
607,fantasy,7,Cassandra Clare                                                               ,2014,"City of Heavenly Fire (The Mortal Instruments, #6)                                       ",4.5,203325,19582,10
608,fiction,54,"Robert Munsch, Sheila McGraw                                                  ",1986,Love You Forever                                                                         ,4.3,162007,4286,11
609,horror,123,Stephen King                                                                  ,2006,Cell                                                                                     ,3.6,153150,4841,31
610,nonfiction,33,Daniel James Brown                                                            ,2013,The Boys in the Boat: Nine Americans and Their Epic Quest for Gold at the 1936 Berlin Oly,4.3,139128,16287,16
611,fiction,339,"J.R.R. Tolkien, Christopher Tolkien, Ted Nasmith                              ",1977,The Silmarillion (Middle-Earth Universe)                                                 ,3.9,160751,5743,11
612,fantasy,164,Stephen King                                                                  ,1987,"The Drawing of the Three (The Dark Tower, #2)                                            ",4.2,157513,5293,10
613,fiction,119,Kate Morton                                                                   ,2008,The Forgotten Garden                                                                     ,4.1,157088,15953,11
614,classics,915,"Franz Kafka, Edwin Muir, Willa Muir, Max Brod                                 ",1925,The Trial                                                                                ,4,159270,4717,5 
615,young adult,42,Sarah Dessen                                                                  ,2002,This Lullaby                                                                             ,4,155107,4597,18
616,fiction,65,Jodi Picoult                                                                  ,2000,Plain Truth                                                                              ,4,138814,6231,11
617,nonfiction,69,Piper Kerman                                                                  ,2010,Orange Is the New Black                                                                  ,3.7,146868,12873,16
618,classics,1717,"Arthur Conan Doyle, Anne Perry                                                ",1902,The Hound of the Baskervilles                                                            ,4.1,178563,5421,5 
619,psychology,106,Daniel Kahneman                                                               ,2011,"Thinking, Fast and Slow                                                                  ",4.1,149271,5715,
620,fantasy,103,Marion Zimmer Bradley                                                         ,1982,"The Mists of Avalon (Avalon, #1)                                                         ",4.1,163331,5582,10
621,young adult,75,Judy Blume                                                                    ,1970,"Are You There God? It's Me, Margaret                                                     ",3.9,162083,5168,18
622,romance,115,Nicholas Sparks                                                               ,2002,Nights in Rodanthe                                                                       ,3.8,136507,4025,17
623,thriller,111,Stephen King                                                                  ,2014,"Mr. Mercedes (Bill Hodges Trilogy, #1)                                                   ",3.9,148491,12447,28
624,fantasy,73,Charlaine Harris                                                              ,2007,"All Together Dead (Sookie Stackhouse, #7)                                                ",4,173654,3372,10
625,fiction,39,Chris Bohjalian                                                               ,1997,Midwives                                                                                 ,4,135534,3830,11
626,fiction,57,Chris Van Allsburg                                                            ,1985,The Polar Express                                                                        ,4.3,168847,2498,11
627,fiction,39,"Jon Scieszka, Lane Smith                                                      ",1989,The True Story of the 3 Little Pigs                                                      ,4.3,144093,2618,11
628,fiction,88,Tom Clancy                                                                    ,1987,"Patriot Games (Jack Ryan Universe, #2)                                                   ",4.1,146201,939,11
629,fiction,229,"Paulo Coelho, Margaret Jull Costa                                             ",1998,Veronika Decides to Die                                                                  ,3.7,132191,6063,11
630,nonfiction,66,"Sheryl Sandberg, Nell Scovell                                                 ",2013,"Lean In: Women, Work, and the Will to Lead                                               ",3.9,145331,10385,16
631,fantasy,80,Charlaine Harris                                                              ,2005,"Dead as a Doornail (Sookie Stackhouse, #5)                                               ",4,179156,3733,10
632,young adult,77,Tahereh Mafi                                                                  ,2011,"Shatter Me (Shatter Me, #1)                                                              ",4,200300,20959,18
633,science fiction,132,Robert A. Heinlein                                                            ,1959,Starship Troopers                                                                        ,4,145886,4034,25
634,romance,86,Sophie Kinsella                                                               ,2011,I've Got Your Number                                                                     ,3.9,154513,10577,17
635,fiction,239,"Jostein Gaarder, Paulette Møller                                              ",1991,Sophie's World                                                                           ,3.9,143393,7652,11
636,fantasy,14,Mark Cotta Vaz                                                                ,2011,The Twilight Saga Breaking Dawn Part 1: The Official Illustrated Movie Companion (The Twi,4.3,188274,134,10
637,science fiction,271,Ray Bradbury                                                                  ,1950,The Martian Chronicles                                                                   ,4.1,156328,5204,25
638,fiction,76,Jennifer Egan                                                                 ,2010,A Visit from the Goon Squad                                                              ,3.6,139744,15030,11
639,classics,771,"Johanna Spyri, Angelo  Rinaldi, Beverly Cleary                                ",1880,Heidi                                                                                    ,4,154669,2667,5 
640,science fiction,113,Michael Crichton                                                              ,2002,Prey                                                                                     ,3.7,136307,2700,25
641,fiction,245,C.S. Lewis                                                                    ,1956,"The Last Battle (Chronicles of Narnia, #7)                                               ",4,174641,4156,11
642,fiction,2,Ken Follett                                                                   ,2007,"World Without End (The Kingsbridge Series, #2)                                           ",4.2,145292,9392,11
643,young adult,77,"P.C. Cast, Kristin Cast                                                       ",2008,"Chosen (House of Night, #3)                                                              ",3.9,188550,4013,18
644,romance,60,Colleen Hoover                                                                ,2012,"Slammed (Slammed, #1)                                                                    ",4.3,176166,14423,17
645,fantasy,74,Alex Flinn                                                                    ,2007,"Beastly (Beastly, #1; Kendra Chronicles, #1)                                             ",3.8,157088,8576,10
646,poetry,634,"Geoffrey Chaucer, Nevill Coghill                                              ",1390,The Canterbury Tales                                                                     ,3.5,158661,2615,21
647,fiction,43,Emily Giffin                                                                  ,2006,Baby Proof                                                                               ,3.7,129325,3375,11
648,fantasy,119,Christopher Paolini                                                           ,2011,"Inheritance (The Inheritance Cycle, #4)                                                  ",4.1,162717,8891,10
649,fiction,107,"Haruki Murakami, Jay Rubin, Philip Gabriel                                    ",2009,1Q84                                                                                     ,3.9,138691,13779,11
650,classics,1075,Harriet Beecher Stowe                                                         ,1852,Uncle Tom's Cabin                                                                        ,3.8,155559,5696,5 
651,classics,782,"Gaston Leroux, Alexander Teixeira de Mattos                                   ",1909,The Phantom of the Opera                                                                 ,4,155679,4590,5 
652,fantasy,75,Charlaine Harris                                                              ,2006,"Definitely Dead (Sookie Stackhouse, #6)                                                  ",4,172955,3669,10
653,fiction,231,"José Saramago, Giovanni Pontiero                                              ",1995,Blindness                                                                                ,4.1,133257,11061,11
654,fiction,92,Jonathan Franzen                                                              ,2010,Freedom                                                                                  ,3.7,130682,12909,11
655,young adult,63,Ally Condie                                                                   ,2011,"Crossed (Matched, #2)                                                                    ",3.5,179584,14020,18
656,young adult,58,Ally Carter                                                                   ,2006,"I'd Tell You I Love You, But Then I'd Have to Kill You (Gallagher Girls, #1)             ",3.8,157885,6720,18
657,fiction,104,Aravind Adiga                                                                 ,2008,The White Tiger                                                                          ,3.7,125632,8334,11
658,fiction,133,Jonathan Franzen                                                              ,2001,The Corrections                                                                          ,3.8,131271,8201,11
659,biography,83,Barack Obama                                                                  ,1995,Dreams from My Father: A Story of Race and Inheritance                                   ,3.8,135594,5843,3 
660,fiction,83,Michael Crichton                                                              ,1980,Congo                                                                                    ,3.5,134422,1587,11
661,fiction,47,"Judith Viorst, Ray Cruz                                                       ",1972,"Alexander and the Terrible, Horrible, No Good, Very Bad Day                              ",4.2,147047,2213,11
662,fiction,83,Jhumpa Lahiri                                                                 ,1999,Interpreter of Maladies                                                                  ,4.1,125062,8145,11
663,history,83,Howard Zinn                                                                   ,1980,A People's History of the United States                                                  ,4.1,142326,4320,12
664,classics,254,Truman Capote                                                                 ,1958,Breakfast at Tiffany's                                                                   ,3.9,158526,7331,5 
665,fantasy,101,Justin Cronin                                                                 ,2010,"The Passage (The Passage, #1)                                                            ",4,145772,16506,10
666,fantasy,112,Neil Gaiman                                                                   ,2005,Anansi Boys                                                                              ,4,153465,7758,10
667,young adult,41,Sarah Dessen                                                                  ,2009,Along for the Ride                                                                       ,4.1,156330,6238,18
668,fiction,62,Celeste Ng                                                                    ,2014,Everything I Never Told You                                                              ,3.8,134550,15177,11
669,fiction,243,"Isabel Allende, Magda Bogin                                                   ",1982,The House of the Spirits                                                                 ,4.2,140339,5244,11
670,thriller,145,Stephen King                                                                  ,1979,The Dead Zone                                                                            ,3.9,139386,2294,28
671,mystery,876,"Agatha Christie, Ροζίτα Σώκου                                                 ",1920,"The Mysterious Affair at Styles (Hercule Poirot, #1)                                     ",4,148617,3826,15
672,mystery,429,Agatha Christie                                                               ,1934,"Murder on the Orient Express (Hercule Poirot, #10)                                       ",4.2,173662,8713,15
673,fiction,83,Chimamanda Ngozi Adichie                                                      ,2013,Americanah                                                                               ,4.3,135108,13831,11
674,fiction,79,James Patterson                                                               ,2001,Suzanne's Diary for Nicholas                                                             ,4.2,124164,4255,11
675,horror,154,Stephen King                                                                  ,1980,Firestarter                                                                              ,3.9,148131,1859,31
676,romance,76,Sylvia Day                                                                    ,2013,"Entwined with You (Crossfire, #3)                                                        ",4.2,157731,9728,17
677,nonfiction,70,Christopher McDougall                                                         ,2009,"Born to Run: A Hidden Tribe, Superathletes, and the Greatest Race the World Has Never See",4.3,121428,11605,16
678,fiction,79,Gabrielle Zevin                                                               ,2014,The Storied Life of A.J. Fikry                                                           ,4,145313,20980,11
679,classics,74,Ludwig Bemelmans                                                              ,1939,Madeline                                                                                 ,4.2,158318,1407,5 
680,business,709,Napoleon Hill                                                                 ,1937,Think and Grow Rich: The Landmark Bestseller - Now Revised and Updated for the 21st Centu,4.2,117444,3272,4 
681,fiction,132,"Laura Ingalls Wilder, Garth Williams                                          ",1932,"Little House in the Big Woods (Little House, #1)                                         ",4.2,177991,4096,11
682,fantasy,124,Susanna Clarke                                                                ,2004,Jonathan Strange & Mr Norrell                                                            ,3.8,154688,11516,10
683,romance,105,Nicholas Sparks                                                               ,2001,A Bend in the Road                                                                       ,4,123173,3392,17
684,fantasy,63,Rick Riordan                                                                  ,2013,"The House of Hades (The Heroes of Olympus, #4)                                           ",4.5,175407,11843,10
685,young adult,61,Michael  Grant                                                                ,2008,"Gone (Gone, #1)                                                                          ",3.9,153953,9445,18
686,romance,85,Nicholas Sparks                                                               ,2003,"The Wedding (The Notebook, #2)                                                           ",4,124358,5443,17
687,history,38,David McCullough                                                              ,2005,1776                                                                                     ,4.1,135378,5963,12
688,nonfiction,37,Jon Krakauer                                                                  ,2003,Under the Banner of Heaven: A Story of Violent Faith                                     ,4,123697,8947,16
689,fiction,51,Jess Walter                                                                   ,2012,Beautiful Ruins                                                                          ,3.7,128321,13738,11
690,nonfiction,62,Barack Obama                                                                  ,2006,The Audacity of Hope: Thoughts on Reclaiming the American Dream                          ,3.7,114115,4511,16
691,nonfiction,122,Stephen King                                                                  ,1999,On Writing: A Memoir of the Craft                                                        ,4.3,151918,11807,16
692,fiction,61,Kristin Hannah                                                                ,2008,"Firefly Lane (Firefly Lane, #1)                                                          ",4,131124,11137,11
693,science fiction,122,Michael Crichton                                                              ,1987,Sphere                                                                                   ,3.8,135005,2313,25
694,fiction,47,Emily Giffin                                                                  ,2008,Love the One You're With                                                                 ,3.7,129614,4743,11
695,mystery,109,"Robert Galbraith, J.K. Rowling                                                ",2014,"The Silkworm (Cormoran Strike, #2)                                                       ",4,145146,13549,15
696,fantasy,111,Anne Rice                                                                     ,1985,"The Vampire Lestat (The Vampire Chronicles, #2)                                          ",4,150967,3097,10
697,fiction,49,Ann Patchett                                                                  ,2011,State of Wonder                                                                          ,3.9,135740,14781,11
698,fiction,75,Matthew Quick                                                                 ,2008,The Silver Linings Playbook                                                              ,4,129408,11059,11
699,classics,1691,"Jules Verne, Anthony Bonner                                                   ",1869,Twenty Thousand Leagues Under the Sea                                                    ,3.9,148698,4608,5 
700,historical,63,Philippa Gregory                                                              ,2005,"The Constant Princess (The Plantagenet and Tudor Novels, #6)                             ",3.9,130800,4166,12
701,classics,572,"Virginia Woolf, Maureen Howard                                                ",1925,Mrs. Dalloway                                                                            ,3.8,158347,6360,5 
702,fiction,173,"Jonas Jonasson, Rod Bradbury                                                  ",2009,The Hundred-Year-Old Man Who Climbed Out of the Window and Disappeared                   ,3.8,137865,16350,11
703,horror,134,Stephen King                                                                  ,1998,Bag of Bones                                                                             ,3.9,137867,3087,31
704,fiction,114,John Irving                                                                   ,1985,The Cider House Rules                                                                    ,4.1,134263,3170,11
705,horror,132,"Richard Bachman, Stephen King                                                 ",1984,Thinner                                                                                  ,3.7,136473,1641,31
706,classics,1903,"Jules Verne, Michael Glencross, Brian W. Aldiss                               ",1872,Around the World in Eighty Days                                                          ,3.9,141132,4341,5 
707,fiction,65,Sharon Creech                                                                 ,1994,Walk Two Moons                                                                           ,4,132970,5530,11
708,fiction,194,"Paulo Coelho, Margaret Jull Costa                                             ",2003,Eleven Minutes                                                                           ,3.7,116141,5444,11
709,fiction,155,J.D. Salinger                                                                 ,1953,Nine Stories                                                                             ,4.2,117297,3423,11
710,nonfiction,64,Julie Powell                                                                  ,2005,"Julie and Julia: 365 Days, 524 Recipes, 1 Tiny Apartment Kitchen: How One Girl Risked Her",3.7,129563,7434,16
711,young adult,62,Neal Shusterman                                                               ,2007,"Unwind (Unwind, #1)                                                                      ",4.2,152643,15376,18
712,fiction,96,Diana Gabaldon                                                                ,1996,"Drums of Autumn (Outlander, #4)                                                          ",4.3,145728,5743,11
713,young adult,61,Marie Lu                                                                      ,2013,"Prodigy (Legend, #2)                                                                     ",4.3,160193,12663,18
714,classics,1108,William Shakespeare                                                           ,1603,King Lear                                                                                ,3.9,147282,3079,5 
715,classics,139,Arthur Miller                                                                 ,1949,Death of a Salesman                                                                      ,3.5,147597,3486,5 
716,romance,101,Nicholas Sparks                                                               ,2007,The Choice                                                                               ,4,128525,6808,17
717,nonfiction,11,Kate Egan                                                                     ,2012,The Hunger Games: Official Illustrated Movie Companion                                   ,4.5,120075,384,16
718,fiction,221,William Faulkner                                                              ,1929,The Sound and the Fury                                                                   ,3.9,133331,5485,11
719,nonfiction,45,Eckhart Tolle                                                                 ,2005,A New Earth: Awakening to Your Life's Purpose                                            ,4,113457,5862,16
720,manga,34,Tite Kubo                                                                     ,2002,"Bleach, Volume 01                                                                        ",4.2,120433,890,20
721,nonfiction,24,Allie Brosh                                                                   ,2013,"Hyperbole and a Half: Unfortunate Situations, Flawed Coping Mechanisms, Mayhem, and Other",4.2,131008,10136,16
722,fantasy,83,Robert Jordan                                                                 ,1992,"The Shadow Rising (Wheel of Time, #4)                                                    ",4.2,130562,2145,10
723,fiction,101,Gregory David Roberts                                                         ,2003,Shantaram                                                                                ,4.3,111838,10295,11
724,fantasy,67,Charlaine Harris                                                              ,2008,"From Dead to Worse (Sookie Stackhouse, #8)                                               ",4,161814,3500,10
725,fantasy,151,"Stephen King, Ned Dameron                                                     ",1991,"The Waste Lands (The Dark Tower, #3)                                                     ",4.2,135257,3844,10
726,mystery,109,Jeffery Deaver                                                                ,1997,"The Bone Collector (Lincoln Rhyme, #1)                                                   ",4.2,125250,1785,15
727,fiction,183,"Bernhard Schlink, Carol Brown Janeway                                         ",1995,The Reader                                                                               ,3.7,141705,8529,11
728,fiction,77,"Bill Martin Jr., Eric Carle                                                   ",1967,"Brown Bear, Brown Bear, What Do You See?                                                 ",4.2,127162,2731,11
729,fantasy,107,Dan Simmons                                                                   ,1989,"Hyperion (Hyperion Cantos, #1)                                                           ",4.2,130489,5640,10
730,classics,233,John Steinbeck                                                                ,1947,The Pearl                                                                                ,3.4,145891,6121,5 
731,horror,1,William Peter Blatty                                                          ,1971,The Exorcist                                                                             ,4.1,130575,2850,31
